Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
An efficient Bio-key Management scheme for telemedicine applications,K. Kalaivani; V. Anjalipriya; R. Sivakumar; R. Srimeena,"EIE, Easwari Engineering College, Chennai, Tamilnadu, India; EIE, Easwari Engineering College, Chennai, Tamilnadu, India; ECE, R.M.K Engineering College, Chennai, Tamilnadu, India; EIE, Easwari Engineering College, Chennai, Tamilnadu, India",2015 IEEE Technological Innovation in ICT for Agriculture and Rural Development (TIAR),17-Dec-15,2015,,,122,126,"Medical sensor networks play a vital role for real-time health care monitoring of telemedicine based applications. Telemedicine provide specialized healthcare consultation to patients in remote locations. We use electronic information and communication technologies to provide and support healthcare when the distance separate the participants. In order to ensure the privacy and security of patient's critical health information, it is essential to provide efficient cryptography scheme. This paper presents a novel Mamdani based Bio-Key Management (MBKM) technique, which assures real time health care monitoring without any overhead. We present the simulation results to show that the proposed MBKM scheme can achieve greater security in terms of performance metrics such as False Match Rate (FMR), False Non Match Rate (FNMR), and Genuine Acceptance Rate (GAR) than other recent existing approaches.",,978-1-4799-7758-1,10.1109/TIAR.2015.7358543,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358543,Healthcare;security;Medical sensor networks;Key Management,Telemedicine;Security;Electrocardiography;Medical services;Yttrium;Magnetic resonance,,5,,23,IEEE,17-Dec-15,10-12 July 2015,10-12 July 2015,IEEE,IEEE Conferences
"Design, Development, Deployment of a Telemedicine System in a Developing Country: Dealing with Organizational and Social Issues",C. Combi; G. Pozzani; G. Pozzi,"Dipartimento di Informatica, Università degli Studi di Verona, Verona, Italy; Dipartimento di Informatica, Università degli Studi di Verona, Verona, Italy; DEIB, Politecnico di Milano, Milano, Italy",2015 International Conference on Healthcare Informatics,10-Dec-15,2015,,,545,554,"Telemedicine means delivering health care services to remote locations by ICT (Information and Communication Technology). Several types of telemedicine systems exist: by this paper, we focus on teleconsulting systems. We report here about a telemedicine project in one of the poorest country worldwide, Burundi. After gathering the requirements, which strongly differ from the requirements of a telemedicine project in a developed country, we designed, implemented, and deployed a prototype aimed at providing local physicians of the Hospital of Ngozi, Burundi, with expert second opinions from their colleagues in the University of Verona, Italy, on interpreting ECG signals, ultrasound and X-ray images. We considered in a seamless way both process- and data-related requirements. Besides the more technical aspects, we also report on some organizational and social issues we faced during the project.",,978-1-4673-9548-9,10.1109/ICHI.2015.103,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7349764,Telemedicine;developing country;organizational issues;social issues,Telemedicine;Hospitals;Internet;Education;Computers;Servers,,6,,31,IEEE,10-Dec-15,21-23 Oct. 2015,21-23 Oct. 2015,IEEE,IEEE Conferences
Reliability of a wearable system to evaluate ambulatory autonomic activity,C. Tavares; V. Geraldes; I. Rocha; S. Bastier; A. P. Le-Traon,"Instituto de Fisiologia da Faculdade de Medicina e Centro, Cardiovascular da Universidade de Lisboa; Instituto de Fisiologia da Faculdade de Medicina e Centro, Cardiovascular da Universidade de Lisboa; Instituto de Fisiologia da Faculdade de Medicina e Centro, Cardiovascular da Universidade de Lisboa; MEDES- Institut de Medecine et Physiologie Spaciales, Toulouse, France; MEDES- Institut de Medecine et Physiologie Spaciales, Toulouse, France",2015 IEEE 4th Portuguese Meeting on Bioengineering (ENBENG),20-Apr-15,2015,,,1,4,"Recent clinical research directs up to provide personalized health care, adapted to each patient and to his clinical situation. With this work, we showed that a wearable device with heart rate (HR), respiratory and temperature sensors could be used, under certain technical and environmental requirements, for a reliable autonomic evaluation outside the confinement of an autonomic laboratory.",,978-1-4799-8269-1,10.1109/ENBENG.2015.7088863,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7088863,Heart Rate Variability;smart t-shirt;FisioSinal;autonomic activity;personalized medicine,Heart rate;Protocols;Biomedical monitoring;Temperature sensors;Reliability;Signal processing;Hafnium,,,,6,IEEE,20-Apr-15,26-28 Feb. 2015,26-28 Feb. 2015,IEEE,IEEE Conferences
Physical activity classification meets daily life: Review on existing methodologies and open challenges,M. Awais; S. Mellone; L. Chiari,"Department of Electrical, Electronic, and Information Engineering, University of Bologna, Bologna, Italy; Department of Electrical, Electronic, and Information Engineering, University of Bologna, Bologna, Italy; Department of Electrical Electronic, and Information Engineering, University of Bologna, Bologna, Italy",2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),5-Nov-15,2015,,,5050,5053,"Recent advances in the MEMS devices make it happen to wirelessly integrate miniature motion capturing devices with Smartphones and to use them in personal health care and physical activity monitoring in daily life. There is no ground truth, though, to measure the physical activity (PA) in daily life and because of this, there is no common validation procedure adapted by the researchers for benchmarking the performance of algorithms for PA classification. The major issue in the existing studies for PA classification is the utilization of structured protocol in a controlled setting or simulated daily environment, which limits their implementation in real life conditions where activities are unplanned and unstructured, both in occurrence and in duration. This study provides a critical review on the validation procedures used for PA classification, types of activities classified and limitations in the exiting studies to implement them in daily life settings. Only those studies are considered which classify PA based on wearable accelerometers as an objective measure. The pros and cons of existing methodologies are highlighted and future possibilities are addressed for the development of a robust PA classification system which is feasible under real life conditions.",1558-4615,978-1-4244-9271-8,10.1109/EMBC.2015.7319526,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7319526,,Accelerometers;Three-dimensional displays;Observers;Protocols;Monitoring;Gold;Standards,"Accelerometry;Aged;Algorithms;Humans;Monitoring, Physiologic;Motor Activity",21,,24,IEEE,5-Nov-15,25-29 Aug. 2015,25-29 Aug. 2015,IEEE,IEEE Conferences
Asynchronous flow scheduling for green ambient assisted living communications,D. Wu; Y. Cai; M. Guizani,PLA University of Science and Technology; PLA University of Science and Technology; Qatar University.,IEEE Communications Magazine,16-Jan-15,2015,53,1,64,70,"AAL applications that support users (in particular, the elderly and patients) in staying at home are increasingly becoming popular in health care systems. Basically, these AAL applications provide personal information through location-aware, data-aware, and context-aware heterogeneous devices such as sensors and actuators. Obviously, due to this heterogeneity, it is very important to study the asynchronous flow scheduling problem. This article designs a simple but efficient asynchronous flow scheduling scheme aiming to sense, predict, and realize AAL applications. Specifically, the scheduling architecture is developed by analyzing various device characteristics and user activities, and the corresponding applications are classified from user needs aspects. Subsequently, we propose asynchronous flow scheduling taking into account energy efficiency and implementation simplicity. Detailed discussions of the proposed system and possible future research directions are provided.",1558-1896,,10.1109/MCOM.2015.7010517,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7010517,,Network security;Wireless sensor networks;Quality of service;Energy consumption;Context modeling;Energy efficiency;Assisted living;Green design;Senior citizens;Mobile communication;Scheduling,,7,,10,IEEE,16-Jan-15,15-Jan,,IEEE,IEEE Magazines
Designing Robust and Reliable Timestamps for Remote Patient Monitoring,M. Clarke; P. Schluter; B. Reinhold; B. Reinhold,"Computer Science Department, Brunel University, Uxbridge, U.K.; GE Healthcare, Life Care Solutions, Milwaukee, WI, USA; Lamprey Networks, Inc., Durham, NH, USA; Lamprey Networks, Inc., Durham, NH, USA",IEEE Journal of Biomedical and Health Informatics,1-Sep-15,2015,19,5,1718,1723,"Having timestamps that are robust and reliable is essential for remote patient monitoring in order for patient data to have context and to be correlated with other data. However, unlike hospital systems for which guidelines on timestamps are currently provided by HL7 and IHE, remote patient monitoring platforms are: operated in environments where it can be difficult to synchronize with reliable time sources; include devices with simple or no clock; and may store data spanning significant periods before able to upload. Existing guidelines prove inadequate. This paper analyzes the requirements and the operating scenarios of remote patient monitoring platforms and defines a framework to convey information on the conditions under which observations were made by the device and forwarded by the gateway in order for data to be managed appropriately and to include both reference to local time and an underlying continuous reference timeline. We define the timestamp formats of HL7 to denote the different conditions of operation and describe extensions to the existing definition of the HL7 timestamp to differentiate between time local to GMT (+0000) and universal coordinated time or network time protocol time where no geographic time zone is implied (−0000). We further describe how timestamps from devices having only simple or no clocks might be managed reliably by a gateway to provide timestamps that are referenced to local time and an underlying continuous reference timeline. We extend the HL7 message to include information to permit a subsequent receiver of the data to understand the quality of the timestamp and how it has been translated. We present evaluation from deploying a platform for 12 months.",2168-2208,,10.1109/JBHI.2014.2343632,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6866859,Remote patient monitoring;telehealth;timestamps;time standards,Logic gates;Synchronization;Patient monitoring;Clocks;Protocols;Reliability;Biomedical monitoring,Humans;Remote Sensing Technology;Telemedicine;Time Factors,17,,9,CCBY,28-Jul-14,Sept. 2015,,IEEE,IEEE Journals
Remote monitoring of heart rate and music to tune the heart rate,Mohana; Sagar R; H. V. Ravish Aradhya,"Department of Telecommunication Engineering, R.V. College of Engineering, Bangalore, Karnataka, India; Department of Telecommunication Engineering, R.V. College of Engineering, Bangalore, Karnataka, India; Department of Electronics & Communication Engineering, R.V. College of Engineering, Bangalore, Karnataka, India",2015 Global Conference on Communication Technologies (GCCT),3-Dec-15,2015,,,678,681,"In the present world scenario health is of a major concern. The heart rate forms a vital measure of a person's health. It helps to monitor the body's present condition and hence provide ways to improve it, if there are any ailments. Presently the heart rate of a person is measured using equipment like stethoscope and electrodes which require the person to be present physically. In current scenario, people or public is realizing too late to receive serious medical care when things are non-invertible. On the other hand access too many medical equipment is difficult and expensive. In order to overcome these drawbacks a system that remotely monitors the heart rate is required and to play music depending on the heart rate to accolade work out regimes. The main objective of this paper is to design and develop a system that remotely monitors the heart rate and to play music depending on the tune of heartbeat to compliment exercise regimes. A pulse sensor circuit is designed to obtain the heart beats per minute (bpm). The output of the sensor is sent to the Arduino Ethernet shield's web server. People can monitor physical status of the patent remotely from the web. The heart rate is obtained from the heart rate sensor. Based on the heartbeat obtained the Arduino is programmed to play a music accordingly. In order to play a music Arduino is connected to the Audio shield, which plays music depending on the human heart rate, the heart rate of the patient can be viewed by entering the IP (internet protocol) address of the client's Arduino Ethernet shield on the web browser. It is observed that the obtained heart rate will have a maximum error value of 2 bpm and music are played using Arduino audio player depending on the heart rate.",,978-1-4799-8553-1,10.1109/GCCT.2015.7342748,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7342748,Heart rate;Sensor;Ardunio;bpm;music;SD card;Ethernet;DAC;PWM;TCP;MAC;HTML;LDR;IRLED,Heart beat;Biomedical monitoring;Remote monitoring;Heart rate variability;Servers,,8,,10,IEEE,3-Dec-15,23-24 April 2015,23-24 April 2015,IEEE,IEEE Conferences
Power and QoS optimization for BLE-based Accessory-Smartphone communications,A. A. Kherani; A. S. Chiddarwar; A. K. Singh,"DMCG, Samsung R&D India, Bangalore, India; DMCG, Samsung R&D India, Bangalore, India; DMCG, Samsung R&D India, Bangalore, India",2015 12th Annual IEEE Consumer Communications and Networking Conference (CCNC),16-Jul-15,2015,,,394,399,"BLE based Accessory-Smartphone communication (WBANs/WPANs), used for health-care, infotainment and many other applications, usually operate in dynamic environment (varying number of sensors, wireless conditions, etc.). These devices are typically configured in connection-oriented hub-and-spoke model with the Master controller. With an end-objective of optimizing the capacity of BLE (Bluetooth Low Energy) centric systems, we share analytical models, experimental setup and experimental validation of these models. Using a current consumption model for commercially available BLE devices, analytical models are developed to obtain closed form expressions for performance metric like Current Consumption and Quality of Service. (QoS in BLE context will be impacted by Application Delay, Overall end-to-end Reliability, throughput, and Stability region). The work presented in this paper provides a way for Smartphones to control the Duration of Usage (DoU) of the connected accessories, while achieving a graceful application performance. Models presented in the paper capture both, connection-oriented and broadcast-based BLE communications systems. These models explicitly account for the system parameters such as data generation rate, communication buffer available at the Slave device, relative offsets in anchor points provided by Master to different connections, etc. These models feed into an adaptation algorithm running in the Master device to dynamically configure BLE connection parameters.",2331-9860,978-1-4799-6390-4,10.1109/CCNC.2015.7158008,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158008,BLE;Accessory;Current consumption;QoS,Throughput;Delays;Analytical models;Wireless communication;Smart phones;Adaptation models;Quality of service,,7,,5,IEEE,16-Jul-15,9-12 Jan. 2015,9-12 Jan. 2015,IEEE,IEEE Conferences
Telemedicine in South Asia for rural people: Current scenario and future recommendations,U. K. Prodhan; M. Z. Rahman; I. Jahan,"Computer Science & Engineering Department, Jatiya Kabi Kazi Nazrul Islam University, Trishal, Maymensingh, Bangladesh; Computer Science & Engineering Department, Jahangirnagar University, Savar, Dhaka, Bangladesh; Computer Science & Engineering Department, Jahangirnagar University, Savar, Dhaka, Bangladesh",2015 International Conference on Computer and Information Engineering (ICCIE),4-Feb-16,2015,,,42,45,"Telemedicine encompasses methods for electronically transmitting medical information to sustain and/or improve patient's health condition by using information and communication technology. Different countries of South Asia have tried to introduce telemedicine services from different perspectives for the rural people where health care facilities are poor through its private and public partnership. This paper examines different telemedicine models of South Asia and finds out the potentials difficulties faced by different models and presents the factors which should be assessed carefully for the successful implementation of telemedicine which will be feasible, easily maintainable, sustainable and cost effective solution for the poor people of rural areas of South Asia regions.",,978-1-4673-8343-1,10.1109/CCIE.2015.7399313,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7399313,telemedicine;times;dicot;dit;isro;trcl,Medical services;Biomedical optical imaging;Optical imaging;Telemedicine,,5,,17,IEEE,4-Feb-16,26-27 Nov. 2015,26-27 Nov. 2015,IEEE,IEEE Conferences
1 Overview on BCI/BMI Applied to Rehabilitation,,,Neuro-Rehabilitation with Brain Interface,,2015,,,1,8,"In recent years, major results were reported on Brain-Computer Interface / Brain-Machine Interface (BCI/BMI) applied to rehabilitation in scientific reports and papers. This subject received much attention within the Society on Communication, Navigation, Sensing and Services (CONASENSE) during the period 2013-2015. Describing the state of the art on various BCI/BMI activities related to neuro-rehabilitation is the central theme of this book. The latest insights coming from neurophysiologists, neuropsychologists, ICT experts specialized in clinical data management and from representatives of patient organizations are elucidated and new ways for ""BCI/BMI applied to rehabilitation"" using advanced ICT are introduced. The book describes the latest progress in and is an appeal for an approach leading to more cost-saving multi-disciplinary neuro-rehabilitation. This book covers the following topics: • Overview on BCI/BMI applied to rehabilitation • ICT for Neuro-rehabilitation • ICT for new generation prostheses • Gaze tracking, facial orientation determination, face and emotion recognition in 3D space for neuro-rehabilitation applications • Integrated perspective for future wide spread integration of motor neuro-rehabilitation • Ethical issues in the use of Information and Communication Technologies in the health care of patients with neurological disorders",,9.79E+12,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9227542.pdf&bkn=9218885&pdfType=chapter,,,,,,,,20-Oct-20,,,River Publishers,River eBook Chapters
Ontology integration for advanced manufacturing collaboration in cloud platforms,S. Ramisetty; P. Calyam; J. Cecil; A. R. Akula; R. B. Antequera; R. Leto,"University of Missouri-Columbia; University of Missouri-Columbia; Oklahoma State University; University of Missouri-Columbia; University of Missouri-Columbia; TotalSim, USA",2015 IFIP/IEEE International Symposium on Integrated Network Management (IM),2-Jul-15,2015,,,504,510,"Advances in the field of cloud computing and networking have led to rapid development and market growth in areas such as online retail, gaming and healthcare. In the field of advanced manufacturing however, the impact has been significantly lesser than expected due to limitations in cloud platforms for fostering community engagement. To address this problem, we study a new cloud-based architecture that provides Platform-asa-Service (PaaS) management capabilities to the manufacturing community for delivering Software-as-a-Service (SaaS) “Apps” to their customers. Our architecture aims at supporting an “App Marketplace” that thrives on agile development, organic collaboration and scalable sales of next generation manufacturing Apps requiring high-performance simulation and modeling. Towards realizing the vision of the above architecture, our paper involves investigation and implementation of an Ontology Service that interoperates with other common web services related to resource brokering and accounting. Our Ontology Service uses principles of mapping and merging to translate a manufacturing App's collaboration requirements to suitable resource specifications on public cloud platforms. Integrated resultant ontology can be queried to provision the required resource parameters such as amount of memory/storage, number of processing units, and network protocol configurations needed for deployment of an App. We validate the effectiveness of our Ontology Service using the Protégé framework in a pilot testbed of a real-world “WheelSim” App in the NSF GENI Cloud platform. Our ontology integration results show benefits to an App developer in terms of: optimal user experience, lower design time and lower cost/simulation.",1573-0077,978-1-4799-8241-7,10.1109/INM.2015.7140329,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7140329,Integrated Cloud Management;Advanced Manufacturing;Ontology Service;App Marketplace,Ontologies;Manufacturing;Cloud computing;Collaboration;Computer architecture;Random access memory;Communities,,5,,23,IEEE,2-Jul-15,11-15 May 2015,11-15 May 2015,IEEE,IEEE Conferences
Performance analysis of multiple-hop wireless body area network,P. T. Hiep; N. H. Hoang; R. Kohno,"Le Quy Don Technical University, Ha Noi, Viet Nam; Le Quy Don Technical University, Ha Noi, Viet Nam; Yokohama Kokuritsu Daigaku, Yokohama, Kanagawa, JP",Journal of Communications and Networks,14-Sep-15,2015,17,4,419,427,"There have been increases in the elderly population worldwide, and this has been accompanied by rapid growth in the health-care market, as there is an ongoing need to monitor the health of individuals. Wireless body area networks (WBANs) consist of wireless sensors attached on or inside the human body to monitor vital health-related problems, e.g., electrocardiograms (ECGs), electroencephalograms (EEGs), and electronystagmograms (ENGs). With WBANs, patients' vital signs are recorded by each sensor and sent to a coordinator. However, because of obstructions bythe human body, sensors cannot always send the data to the coordinator, requiring them to transmit at higher power. Therefore, we need to consider the lifetime of the sensors given their required transmit power. In the IEEE 802.15.6 standard, the transmission topology functions as a one-hop star plus one topology. In order to obtain a high throughput, we reduce the transmit power of the sensors and maintain equity for all sensors. We propose the multiple-hop transmission for WBANs based on the IEEE 802.15.6 carrier-sense multiple-access with collision avoidance (CSMA/CA) protocol. We calculate the throughput and variance of the transmit power by performing simulations, and we discuss the results obtained using the proposed theorems.",1976-5541,,10.1109/JCN.2015.000072,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7265223,Carrier-sense multiple-access with collision avoidance (CSMA/CA) based on IEEE 802.15.6;multiple-hop body area networks;system throughput;variance of transmit power,Throughput;Sensor systems;Wireless communication;Topology;Body area networks;Multiaccess communication,,13,,,,14-Sep-15,Aug. 2015,,KICS,KICS Journals
On throughput and power consumption of multiple-hop WBANs,P. T. Hiep; N. H. Hoang,"Le Quy Don Technical University, Ha Noi, Viet Nam; Le Quy Don Technical University, Ha Noi, Viet Nam",2015 International Conference on Advanced Technologies for Communications (ATC),25-Jan-16,2015,,,417,422,"There have been increases in the elderly population worldwide, and this has been accompanied by rapid growth in the health-care market, as there is an ongoing need to monitor the health of individuals. Wireless body area networks (WBANs) consist of wireless sensors attached on or inside the human body to monitor vital health-related problems, e.g., electrocardiograms (ECGs), electroencephalograms (EEGs), and electronystagmograms (ENGs). With WBANs, patients' vital signs are recorded by each sensor and sent to a coordinator. However, because of obstructions by the human body, sensors cannot always send the data to the coordinator, requiring them to transmit at higher power. Therefore, we need to consider the lifetime of the sensors given their required transmit power. In the IEEE 802.15.6 standard, the transmission topology functions as a one-hop star plus one topology. In order to obtain a high throughput, we reduce the transmit power of the sensors and maintain equity for all sensors. We propose the multiple-hop transmission for WBANs based on the IEEE 802.15.6 carrier-sense multiple-access with collision avoidance (CSMA/CA) protocol. We calculate the throughput and variance of the transmit power by performing simulations, and we discuss the results obtained using the proposed theorems.",2162-1020,978-1-4673-8374-5,10.1109/ATC.2015.7388363,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388363,Multiple-hop body area networks;system throughput;variance of transmit power;CSMA/CA based on IEEE802.15.6,Throughput;Sensor systems;Topology;Wireless communication;Body area networks;IEEE 802.15 Standard,,,,9,IEEE,25-Jan-16,14-16 Oct. 2015,14-16 Oct. 2015,IEEE,IEEE Conferences
Towards restful web service composition for healthcare domain,R. P. Sumithra; R. Sarath,"Ponjesly College of Engineering, Department of Computer Science & Engineering Parvathipuram, Nagercoil, Tamilnadu, India; Department of Electronics & Instrumentation Engineering, Noorul Islam Centre for Higher Education, Kumaracoil, Tamilnadu, India","2015 International Conference on Control, Instrumentation, Communication and Computational Technologies (ICCICCT)",23-May-16,2015,,,845,848,"Service Oriented Architecture (SOA) has been widely adopted by industries due to its ability to provide increased interoperability among heterogeneous systems. SOA is realized through web services which can be either based on the style of Remote Procedure call(RPC) and SOAP protocol or on the Representational State Transfer(REST) style and HTTP. RESTful web services are increasingly becoming popular in the industry because of their simplicity, uniform interface, statelessness and cacheability benefits. The ability to efficiently select and integrate appropriate heterogeneous services available on the web dynamically at runtime is essential in the development of the applications based on web services. Whenever a single web service cannot satisfy the functionality required by the user, there should be a possibility to combine several existing services together in order to fulfill the request. This need has triggered a considerable number of research efforts on the composition of web services. Although several works have focused on the composition of SOAP based web services, there has not been adequate effort towards the composition of RESTful services. However, due to the above- mentioned advantages offered by the RESTful web services, it will be beneficial to design an application as a composition of such RESTful services. Towards this objective, this paper investigates two different approaches for composing the REStful web services specifically designed for health care domain, one using the Jopera tool and another using hypermedia.",,978-1-4673-9825-1,10.1109/ICCICCT.2015.7475397,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7475397,REST Jopera;Hypermedia;Composition,Surgery;Schedules;Protocols;Hospitals;Service-oriented architecture,,3,,10,IEEE,23-May-16,18-19 Dec. 2015,18-19 Dec. 2015,IEEE,IEEE Conferences
Load balancing based energy efficinet routing approach for heterogeneous wireless sensor networks,M. Sivakumar; J. Divakaran,"M.E Communication Systems, Karpagam College of Engineering, Coimbatore, India; Dept of ECE, Karpagam College of Engineering, Coimbatore, India",2015 Online International Conference on Green Engineering and Technologies (IC-GET),19-Apr-16,2015,,,1,12,"Wireless Sensor Networks (WSN) consists of sensor devices of low cost and small size based on the advancement of microsensor technology. It has many desirable characteristics, including easy deployment and self-organization, and is becoming increasingly important in modern society. The sensor nodes are battery-operated, most of which are not rechargeable, and cease to function once the battery expires. Owing to logistical issues such as remoteness or inaccessibility of distribution areas, it is not straightforward to replace sensor nodes with expired batteries. The applications of WSNs range from important societal issues such as environmental surveillance, intelligent transportation, disaster relief, and health care to military issues including battlefield biological and nuclear monitoring as well as target tracking. In the research work, it is designed that Load balancing based Energy Efficient Routing Approach (LEERA) to improve the network lifetime. The system model states that nodes are aware of location and energy level. Each node should know the probabilities of packet sending and receiving calculation before the packet transmission. Energy of sensor nodes may get depleted due to link quality degradation. The concept of load balancing is determined. The simulation results show that improvement over the EDAL, EMRTEM and ADAPT protocol.",,978-1-4673-9781-0,10.1109/GET.2015.7453849,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7453849,,Wireless sensor networks;Routing;Protocols;Energy efficiency;Batteries;Energy consumption;Floods,,6,,20,IEEE,19-Apr-16,27-27 Nov. 2015,27-27 Nov. 2015,IEEE,IEEE Conferences
A TOR-based anonymous communication approach to secure smart home appliances,N. P. Hoang; D. Pishva,"Institute of Information & Communications Technology APU (Ritsumeikan Asia Pacific University), Japan; ICT at Ritsumeikan Asia Pacific University (APU) Japan",2015 17th International Conference on Advanced Communication Technology (ICACT),27-Aug-15,2015,,,517,525,"Digital information has become a social infrastructure and with the expansion of the Internet, network infrastructure has become an indispensable part of social life and industrial activity for mankind. The idea of using existing electronics in smart home appliances and connecting them to the Internet is a new dimension along which technologies continue to grow, and in recent years mankind has witnessed an upsurge of usage of devices such as smart phone, smart television, home health-care device, smart LED light bulbs system, etc. Their build-in internet-controlled function has made them quite attractive to many segments of consumers and smart phone has become a common gadget for social networking. There are, however, serious challenges which need to be addressed as these tiny devices are designed for specific functions and lack processing capacity required for most security software. This research explores how these internet-enabled smart devices can be turned into very dangerous spots for distributed attacks purposes by cybercriminals for various ill intensions in a pinpointed manner. It then introduces a new approach to deal with such problems by taking advantage of the anonymous communication of the Onion Router (hereafter: TOR). It compares pros and cons of using anonymous communication scheme and justifies it be an efficient countermeasure to most attack scenarios.",1738-9445,978-8-9968-6505-6,10.1109/ICACT.2015.7224918,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7224918,Smart Appliances;the Internet of Things;Security;Anonymous Communication;the Onion Router (TOR),Home appliances;Smart homes;Internet;TV;Computer crime;IP networks,,25,,20,,27-Aug-15,1-3 July 2015,1-3 July 2015,IEEE,IEEE Conferences
An Efficient Graph Search Algorithm for Backbone Discovery in Wireless Linear Sensor Networks,I. Jawhar; J. Wu; N. Mohamed; S. Zhang,"United Arab Emirates University, Al Ain, Abu Dhabi, AE; Temple University, Philadelphia, PA, US; United Arab Emirates University, Al Ain, Abu Dhabi, AE; Nanjing University, Nanjing, Jiangsu, CN",2015 IEEE 12th International Conference on Mobile Ad Hoc and Sensor Systems,7-Jan-16,2015,,,604,609,"Wireless sensor networks (WSNs) is an area of research that has been getting a lot of attention lately. This is due to the rapid advancements in the design of wireless devices which have increasingly more processing, storage, memory, and networking capabilities. In addition, the cost of sensors is constantly decreasing making it possible to use large quantities of these sensors in a wide variety of important applications in environmental, military, commercial, health care, and other fields. In order to monitor certain types of infrastructures, many of these applications involve lining up the sensors in a linear form, making a special class of these networks which are defined in this work as Linear Sensor Networks (LSNs). In a previous paper, we introduced the concept of LSNs along with a classification of the different types of LSNs, a sample of their applications and the motivation for designing specialized protocols that take advantage of the linearity of the network to enhance their communication efficiency, reliability, fault tolerance, energy savings, and network lifetime. This paper presents a graph-search-based topology discovery algorithm for LSNs. New definitions for important structure and design parameters are introduced. The proposed protocol allows the nodes to identify some nodes to be included in a backbone, which can be used by the other nodes to send data to the sink at the end of the LSN or LSN segment. This backbone discovery increases the efficiency, and robustness of the network. It also allows for significant improvement in the scalability of the communication process in the LSN which can contain a very large number of nodes (e.g. Hundreds or thousands). In addition, the linearity of the structure and the discovered backbone can enhance the routing reliability by ""jumping"" over failed nodes by increasing the range. Furthermore, the protocol does not require the nodes to have location detection capabilities such as GPS, which would lead to a more complex design and higher cost of the sensor nodes.",,978-1-4673-9101-6,10.1109/MASS.2015.104,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7367001,Ad hoc and sensor networks;routing;backbone discovery;wireless networks,Wireless sensor networks;Topology;Algorithm design and analysis;Monitoring;Ad hoc networks;Network topology;Routing,,4,,10,IEEE,7-Jan-16,19-22 Oct. 2015,19-22 Oct. 2015,IEEE,IEEE Conferences
Virtualization of Wireless Sensor Network with efficient power saving scheme,S. Vaibhavraj gharge; S. Dharavath,"Department of Computer Engineering GSMCOE, Balewadi, Pune, India; Department of Computer Engineering GSMCOE, Balewadi, Pune, India","2015 International Conference on Communication, Information & Computing Technology (ICCICT)",23-Feb-15,2015,,,1,6,"Wireless Sensor Network (WSN) has gained more importance in current era and given contribution on broad range of commercial applications. These networks consists of small, battery powered sensors communicating with each other to monitor the environment forming a network with ease of deployment where wired infrastructure is too expensive and difficult to deploy. In applications like home automation, health care monitoring multivendor and heterogeneous sensor nodes are deployed. For such applications virtualization in sensor network (VSN) may provide flexibility, ensure security and increase manageability. WSN implies various challenges in design and operations as major fact that sensor nodes run out of energy quickly has been an issue. So for energy consumption, better and improved clustering routing protocols are needed. This Paper surveys novel approach of using virtual sensor architecture and also presents improved clustering algorithm as efficient power saving scheme. Simulation results indicate superior performance of improved clustering algorithm in energy consumption and VSN approach reduces overall cost and complexity.",,978-1-4799-5522-0,10.1109/ICCICT.2015.7045671,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7045671,virtualization;smart home services;cluster;energy saving;dead node,Sensors;Substrates;Peer-to-peer computing;Wireless sensor networks;Energy consumption;Clustering algorithms;Computer architecture,,,,13,IEEE,23-Feb-15,15-17 Jan. 2015,15-17 Jan. 2015,IEEE,IEEE Conferences
